date,action,buy_period,buy_thr,sell_period,sell_thr,rsi_low_at_d,rsi_high_at_d,rsi_close_at_d,condition_met,price,mode,reason,low_price,high_price
2010-07-29 00:00:00,BUY,2,24.0,2,90.0,6.0942074033,39.3212425918,8.3397690562,Yes,0.56308349965,NO_SOLUTION,,0.5301669836,0.5960000157
2010-09-21 00:00:00,SELL,2,24.0,2,90.0,40.28560332,97.3956731825,59.9698763044,Yes,0.46591699119999996,NO_SOLUTION,,0.4576669931,0.4741669893
2010-09-23 00:00:00,BUY,2,24.0,2,90.0,4.0950483542,75.8178986429,48.4200768242,Yes,0.44824999575,NO_SOLUTION,,0.4221670032,0.4743329883
2010-09-27 00:00:00,SELL,2,24.0,2,90.0,63.1151806678,92.9394575322,72.1883856975,Yes,0.5003335029,NO_SOLUTION,,0.4905000031,0.5101670027
2010-10-20 00:00:00,BUY,2,24.0,2,90.0,7.3290478319,55.6343078058,41.6964001626,Yes,0.5215830207000001,NO_SOLUTION,,0.5083330274,0.534833014
2010-10-26 00:00:00,SELL,2,24.0,2,90.0,38.3663328725,90.7482543933,65.6906826073,Yes,0.5555000006999999,NO_SOLUTION,,0.5418329835,0.5691670179
2010-11-12 00:00:00,BUY,2,24.0,2,90.0,4.8908321527,67.8887665243,9.8758896323,Yes,0.68100002405,NO_SOLUTION,,0.6546670198,0.7073330283
2010-11-22 00:00:00,SELL,2,24.0,2,90.0,78.3947449228,95.0589610009,94.9205311972,Yes,0.70858299735,NO_SOLUTION,,0.6928330064,0.7243329883
2010-12-15 00:00:00,BUY,2,24.0,2,90.0,3.4379826251,38.2497460073,3.7772753402,Yes,0.8154169917,NO_SOLUTION,,0.7966669798,0.8341670036
2011-01-04 00:00:00,SELL,2,24.0,2,90.0,29.7506384253,96.6548327139,92.6032157057,Yes,0.85008350015,NO_SOLUTION,,0.8280000091,0.8721669912
2011-01-20 00:00:00,BUY,2,24.0,2,90.0,9.8644328724,17.179099928,13.9277791971,Yes,0.9844999909,FAST_HIGH,,0.9304999709,0.9844999909
2011-01-28 00:00:00,SELL,2,24.0,2,90.0,25.3967289835,93.3028912641,30.14967095,Yes,1.03708347675,NO_SOLUTION,,0.9701669812,1.1039999723
2011-02-23 00:00:00,BUY,2,24.0,2,90.0,5.0327339726,20.8381473239,6.5359985685,Yes,1.0943330526,FAST_HIGH,,0.9816669822,1.0943330526
2011-03-25 00:00:00,SELL,2,24.0,2,90.0,76.57419377,95.3132186384,78.9635919631,Yes,0.9634999931,NO_SOLUTION,,0.9468330145,0.9801669717
2011-04-04 00:00:00,BUY,2,24.0,2,90.0,4.2460342174,41.3372713614,5.6801009821,Yes,0.9102500081,NO_SOLUTION,,0.8831670284,0.9373329878
2011-04-27 00:00:00,SELL,2,24.0,2,90.0,44.7345249209,96.7778742074,95.9697161593,Yes,1.01341703535,NO_SOLUTION,,0.9926670194,1.0341670513
2011-05-03 00:00:00,BUY,2,24.0,2,90.0,7.0776704609,19.2009350831,9.339777268,Yes,0.9876670241,FAST_HIGH,,0.936833024,0.9876670241
2011-07-01 00:00:00,SELL,2,24.0,2,90.0,80.0812801263,97.9712599094,97.885440909,Yes,0.78700000045,NO_SOLUTION,,0.7573329806,0.8166670203
2011-07-12 00:00:00,BUY,2,24.0,2,90.0,6.2215701017,12.2154192686,6.875913988,Yes,0.7225000262,FAST_HIGH,,0.6675000191,0.7225000262
2011-09-14 00:00:00,SELL,2,24.0,2,90.0,90.8429739636,96.7556399156,95.8834647482,Yes,0.4941670001,FAST_LOW,,0.4941670001,0.5475000143
2011-09-21 00:00:00,BUY,2,24.0,2,90.0,7.3451918688,65.2558086802,7.3943406474,Yes,0.51400001345,NO_SOLUTION,,0.4866670072,0.5413330197
2011-10-11 00:00:00,SELL,2,24.0,2,90.0,63.8666052406,96.1730827765,85.1030384505,Yes,0.47233350575,NO_SOLUTION,,0.4636670053,0.4810000062
2011-11-02 00:00:00,BUY,2,24.0,2,90.0,11.3478206154,41.1748607525,25.436972355,Yes,0.5036669969500001,NO_SOLUTION,,0.4906669855,0.5166670084
2011-12-02 00:00:00,SELL,2,24.0,2,90.0,76.931159214,94.6694525883,80.3903405433,Yes,0.4923335016,NO_SOLUTION,,0.4785000086,0.5061669946
2011-12-09 00:00:00,BUY,2,24.0,2,90.0,11.4247799379,56.3346436526,50.6823390415,Yes,0.46483299135,NO_SOLUTION,,0.4413329959,0.4883329868
2012-01-06 00:00:00,SELL,2,24.0,2,90.0,50.7496287495,95.7482542704,95.3345976147,Yes,0.46491649744999997,NO_SOLUTION,,0.4564999938,0.4733330011
2012-01-31 00:00:00,BUY,2,24.0,2,90.0,11.9531646594,61.8209043591,29.5189252803,Yes,0.60733351115,NO_SOLUTION,,0.593167007,0.6215000153
2012-02-03 00:00:00,SELL,2,24.0,2,90.0,94.9134900169,96.9989768252,96.3741488977,Yes,0.6721670032,FAST_LOW,,0.6721670032,0.6951670051
2012-02-13 00:00:00,BUY,2,24.0,2,90.0,11.7709989681,55.6672998824,35.4931574493,Yes,0.6546665132,NO_SOLUTION,,0.6343330145,0.6750000119
2012-02-17 00:00:00,SELL,2,24.0,2,90.0,54.0580512165,97.1482244065,61.4286748953,Yes,0.72525000575,NO_SOLUTION,,0.7045000196,0.7459999919
2012-02-23 00:00:00,BUY,2,24.0,2,90.0,8.3669482403,42.9712026138,34.4287190631,Yes,0.6630834937,NO_SOLUTION,,0.6466670036,0.6794999838
2012-02-29 00:00:00,SELL,2,24.0,2,90.0,31.5009319086,93.2738265341,34.0326137348,Yes,0.6892500222,NO_SOLUTION,,0.6690000296,0.7095000148
2012-03-05 00:00:00,BUY,2,24.0,2,90.0,3.2879393988,10.1746287042,3.6043207505,Yes,0.6468330026,FAST_HIGH,,0.59799999,0.6468330026
2012-03-19 00:00:00,SELL,2,24.0,2,90.0,62.6416898081,96.5242789315,95.5750248448,Yes,0.7280834913,NO_SOLUTION,,0.7116670012,0.7444999814
2012-03-29 00:00:00,BUY,2,24.0,2,90.0,9.5314889813,41.3977918883,31.7162993248,Yes,0.71233302355,NO_SOLUTION,,0.6958330274,0.7288330197
2012-06-19 00:00:00,SELL,2,24.0,2,90.0,92.148928077,95.9794566848,95.0567325233,Yes,0.4648329914,FAST_LOW,,0.4648329914,0.4839999974
2012-06-26 00:00:00,BUY,2,24.0,2,90.0,14.206168761,37.6275650821,25.5233925727,Yes,0.40666650235,NO_SOLUTION,,0.396333009,0.4169999957
2012-07-20 00:00:00,SELL,2,24.0,2,90.0,48.3553660777,92.0799905952,48.8935013416,Yes,0.4095000029,NO_SOLUTION,,0.3983330131,0.4206669927
2012-08-15 00:00:00,BUY,2,24.0,2,90.0,9.5912766162,64.9975923912,52.8614989409,Yes,0.5220000147999999,NO_SOLUTION,,0.507833004,0.5361670256
2012-09-17 00:00:00,SELL,2,24.0,2,90.0,39.3354671556,95.3559790883,48.1978957014,Yes,0.5375829935,NO_SOLUTION,,0.5228329897,0.5523329973
2012-09-20 00:00:00,BUY,2,24.0,2,90.0,5.635214564,12.7189838052,7.7831615525,Yes,0.50849998,FAST_HIGH,,0.4900000095,0.50849998
