date,action,buy_period,buy_thr,sell_period,sell_thr,rsi_low_at_d,rsi_high_at_d,rsi_close_at_d,condition_met,price,mode,reason,low_price,high_price
2011-05-03 00:00:00,BUY,2,24.0,2,90.0,7.0776704609,19.2009350831,9.339777268,Yes,0.9876670241,FAST_HIGH,,0.936833024,0.9876670241
2013-05-31 00:00:00,SELL,2,24.0,2,90.0,42.9226954314,97.7142718214,48.3214067655,Yes,0.8094165027,NO_SOLUTION,,0.7919999957,0.8268330097
2013-06-06 00:00:00,BUY,2,24.0,2,90.0,8.5053299604,49.5670482257,14.1789346412,Yes,0.76758351925,NO_SOLUTION,,0.7465000153,0.7886670232
2013-06-19 00:00:00,SELL,2,24.0,2,90.0,48.5110914434,93.7977467953,50.4923933479,Yes,0.83524999025,NO_SOLUTION,,0.8144999743,0.8560000062
2013-06-21 00:00:00,BUY,2,24.0,2,90.0,10.3179601307,39.8316586966,22.6808092544,Yes,0.7413330078,NO_SOLUTION,,0.719332993,0.7633330226
2013-07-08 00:00:00,SELL,2,24.0,2,90.0,25.3992490749,98.7668993046,28.3503759836,Yes,0.8031665086499999,NO_SOLUTION,,0.7645000219,0.8418329954
2013-07-19 00:00:00,BUY,2,24.0,2,90.0,6.9529609554,15.8756191083,15.8756191083,Yes,0.8730000257,FAST_HIGH,,0.8476669788,0.8730000257
2014-03-07 00:00:00,SELL,2,24.0,2,90.0,55.1123133013,96.4288379334,76.3487941268,Yes,1.4182500243,NO_SOLUTION,,1.3996670246,1.436833024
2014-03-12 00:00:00,BUY,2,24.0,2,90.0,7.248266069,72.5390626601,72.5390626601,Yes,1.3850834966,NO_SOLUTION,,1.3535000086,1.4166669846
2014-03-21 00:00:00,SELL,2,24.0,2,90.0,48.2878792292,96.3275662832,54.5124931649,Yes,1.4915834664999998,NO_SOLUTION,,1.4559999704,1.5271669626
2014-04-07 00:00:00,BUY,2,24.0,2,90.0,6.5885485742,32.3976516898,8.0656426656,Yes,1.4147499799499998,NO_SOLUTION,,1.3703329563,1.4591670036
2014-04-22 00:00:00,SELL,2,24.0,2,90.0,92.8810087063,96.713906555,96.3059132061,Yes,1.4579999447,FAST_LOW,,1.4579999447,1.5099999905
2014-04-28 00:00:00,BUY,2,24.0,2,90.0,6.7215649348,38.0458852173,9.9422305943,Yes,1.34808301925,NO_SOLUTION,,1.2918330431,1.4043329954
2014-05-13 00:00:00,SELL,2,24.0,2,90.0,52.42847637,93.9727269567,53.6598359808,Yes,1.46575003865,NO_SOLUTION,,1.4421670437,1.4893330336
2014-05-16 00:00:00,BUY,2,24.0,2,90.0,10.4771003853,57.4785009884,54.1801973547,Yes,1.37800002095,NO_SOLUTION,,1.3515000343,1.4045000076
2014-05-27 00:00:00,SELL,2,24.0,2,90.0,96.2586530473,97.898085647,97.898085647,Yes,1.5219999552,FAST_LOW,,1.5219999552,1.5609999895
2014-06-25 00:00:00,BUY,2,24.0,2,90.0,5.1277734793,52.641207826,46.4702258055,Yes,1.81658297775,NO_SOLUTION,,1.7843329906,1.8488329649
2014-07-02 00:00:00,SELL,2,24.0,2,90.0,89.9520563104,97.1472287001,96.8041968338,Yes,1.97216653825,NO_SOLUTION,,1.9585000277,1.9858330488
2014-07-24 00:00:00,BUY,2,24.0,2,90.0,11.8583063533,20.6590437069,12.3859867108,Yes,1.8666670322,FAST_HIGH,,1.8111670017,1.8666670322
2014-08-15 00:00:00,SELL,2,24.0,2,90.0,74.4133344231,97.8804691997,97.2818250491,Yes,1.7583335042,NO_SOLUTION,,1.7189999819,1.7976670265
2014-09-15 00:00:00,BUY,2,24.0,2,90.0,4.3161100631,32.3259605026,4.3897986185,Yes,1.884916544,NO_SOLUTION,,1.8415000439,1.9283330441
2016-08-22 00:00:00,SELL,2,24.0,2,90.0,60.3445836683,95.1897423068,93.4407181569,Yes,2.8116669655,NO_SOLUTION,,2.7826669216,2.8406670094
2016-09-08 00:00:00,BUY,2,24.0,2,90.0,4.7832186925,24.5978369293,8.9763554725,Yes,2.81133294105,NO_SOLUTION,,2.7753329277,2.8473329544
2016-09-30 00:00:00,SELL,2,24.0,2,90.0,94.1789894513,96.9940517458,96.230058888,Yes,3.1259999275,FAST_LOW,,3.1259999275,3.2660000324
