date,action,buy_period,buy_thr,sell_period,sell_thr,rsi_low_at_d,rsi_high_at_d,rsi_close_at_d,condition_met,price,mode,reason,low_price,high_price
2011-05-17 00:00:00,BUY,2,24.0,2,90.0,5.7383412201,11.8770821965,7.8290961055,Yes,0.9168329835,FAST_HIGH,,0.8668329716,0.9168329835
2012-03-19 00:00:00,SELL,2,24.0,2,90.0,62.6416898081,96.5242789315,95.5750248448,Yes,0.7280834913,NO_SOLUTION,,0.7116670012,0.7444999814
2012-03-29 00:00:00,BUY,2,24.0,2,90.0,9.5314889813,41.3977918883,31.7162993248,Yes,0.71233302355,NO_SOLUTION,,0.6958330274,0.7288330197
2013-02-14 00:00:00,SELL,2,24.0,2,90.0,34.0608622734,98.5628546081,98.5114227343,Yes,0.6175830066500001,NO_SOLUTION,,0.6033329964,0.6318330169
2013-02-21 00:00:00,BUY,2,24.0,2,90.0,9.4318669121,18.4361873331,11.1861860681,Yes,0.590166986,FAST_HIGH,,0.5538330078,0.590166986
2013-03-08 00:00:00,SELL,2,24.0,2,90.0,37.298816712,96.4176725945,92.1951906194,Yes,0.6429165005499999,NO_SOLUTION,,0.6274999976,0.6583330035
2013-03-18 00:00:00,BUY,2,24.0,2,90.0,7.1096003546,13.463296375,8.4468497104,Yes,0.6305000186,FAST_HIGH,,0.6046670079,0.6305000186
2013-04-11 00:00:00,SELL,2,24.0,2,90.0,57.2950620383,95.9665635951,77.7409062165,Yes,0.6399165094,NO_SOLUTION,,0.6278330088,0.65200001
2013-04-18 00:00:00,BUY,2,24.0,2,90.0,14.8920310891,50.7243476137,15.5742598344,Yes,0.56491699815,NO_SOLUTION,,0.5416669846,0.5881670117
2013-04-25 00:00:00,SELL,2,24.0,2,90.0,94.5530183987,97.066636719,96.2596619685,Yes,0.6383330226,FAST_LOW,,0.6383330226,0.6639999747
2013-05-23 00:00:00,BUY,2,24.0,2,90.0,3.5229501707,21.6826568854,10.0296833829,Yes,0.7603330016,FAST_HIGH,,0.7141669989,0.7603330016
2013-09-05 00:00:00,SELL,2,24.0,2,90.0,91.9198872497,94.3811201,93.9442421607,Yes,0.8063330054,FAST_LOW,,0.8063330054,0.8253329992
2013-09-24 00:00:00,BUY,2,24.0,2,90.0,17.56759941,74.1194264012,65.2628369144,Yes,0.90858349205,NO_SOLUTION,,0.894167006,0.9229999781
