date,rsi_low,rsi_high,rsi_close,price_low,price_high,price,is_buy_prev,is_buy_condi,is_buy,is_sell_prev,is_sell_condi,is_sell,regime_ok
7/19/2010 0:00,,,,0.547167003,0.585500002,,,,FALSE,,,FALSE,FALSE
7/20/2010 0:00,,,100,0.519667029,0.585166991,,,,FALSE,,,FALSE,FALSE
7/21/2010 0:00,2.075068098,100,2.293977197,0.545666993,0.596167028,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
7/22/2010 0:00,34.25861282,77.9046782,74.08750734,0.55833298,0.611666977,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7/23/2010 0:00,46.77404492,82.22043445,80.60104769,0.579832971,0.615499973,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7/26/2010 0:00,44.92450428,90.82686456,90.11141351,0.593167007,0.636833012,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7/27/2010 0:00,46.54670666,93.88293627,57.05462971,0.612333,0.647167027,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
7/28/2010 0:00,16.92829425,68.14257912,20.26544049,0.57833302,0.626500011,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7/29/2010 0:00,6.094207403,39.32124259,8.339769056,0.530166984,0.596000016,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7/30/2010 0:00,3.363612756,6.80532362,5.305335918,0.507667005,0.545666993,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/2/2010 0:00,26.81374958,62.60676112,56.75094692,0.542167008,0.571667016,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/3/2010 0:00,25.85183178,58.85430921,34.35410876,0.532333016,0.564832985,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/4/2010 0:00,20.72308771,63.9362378,62.33468101,0.532333016,0.564167023,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/5/2010 0:00,30.8403147,69.61876603,36.25645294,0.543332994,0.566999972,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/6/2010 0:00,16.26408926,63.44450168,38.78691504,0.529166997,0.56099999,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/9/2010 0:00,18.03428561,79.75515401,70.44754784,0.540000022,0.56666702,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/10/2010 0:00,9.212065966,23.84864182,11.89341183,0.500832975,0.541666985,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/11/2010 0:00,3.036261935,5.244614347,3.485141873,0.440667003,0.483166993,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/12/2010 0:00,1.684462039,2.729734282,2.466133962,0.406666994,0.441500008,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/13/2010 0:00,1.700029651,32.76502153,1.732044372,0.421499997,0.449499995,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/16/2010 0:00,1.060651743,45.13999282,17.83333236,0.408333004,0.439832985,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/17/2010 0:00,45.8237363,75.61200593,63.2358334,0.433499992,0.458000004,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/18/2010 0:00,47.65279318,85.02323555,81.65130483,0.438167006,0.46450001,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/19/2010 0:00,27.59748933,83.33921305,31.97732213,0.428833008,0.459333003,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/20/2010 0:00,26.20261993,65.15637449,46.20617761,0.430667013,0.452832997,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/23/2010 0:00,19.75687701,75.69449397,20.11672286,0.423833013,0.454333007,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/24/2010 0:00,6.150730121,12.90765056,7.838504694,0.393166989,0.416667014,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/25/2010 0:00,3.638300891,53.55151265,45.49238252,0.382499993,0.420166999,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/26/2010 0:00,15.79341051,66.94968836,17.56827178,0.386999995,0.424667001,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/27/2010 0:00,8.622768121,66.26887225,62.70676445,0.371333003,0.419167012,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/30/2010 0:00,25.7063942,61.26888066,26.04058979,0.384000003,0.414166987,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/31/2010 0:00,12.03923079,37.76542913,13.31965219,0.354833007,0.389499992,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9/1/2010 0:00,45.30685723,69.12855103,62.89224771,0.374832988,0.405499995,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/2/2010 0:00,60.15244743,80.40146665,80.40146665,0.392333001,0.419833005,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/3/2010 0:00,72.16176281,90.19009193,88.15945976,0.416667014,0.447499991,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/7/2010 0:00,39.70789989,86.27951538,43.39892931,0.409999996,0.4375,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/8/2010 0:00,24.19450175,52.5586575,33.56004098,0.395832986,0.418832988,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/9/2010 0:00,27.73207169,68.1160989,40.17741026,0.404332995,0.423833013,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/10/2010 0:00,8.030496547,49.27042302,13.79751246,0.375667006,0.410667002,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9/13/2010 0:00,55.33865847,79.87300019,79.47976717,0.404500008,0.433167011,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/14/2010 0:00,49.10080439,90.46766976,88.76865931,0.41633299,0.461667001,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/15/2010 0:00,45.90208466,80.19333111,77.209881,0.431499988,0.450832993,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/16/2010 0:00,41.05895952,87.5525501,86.64800588,0.437999994,0.460999996,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/17/2010 0:00,54.2995113,92.39479296,87.02580888,0.452499986,0.467999995,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/20/2010 0:00,26.02446586,94.55696113,93.28424976,0.445832998,0.467833012,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/21/2010 0:00,40.28560332,97.39567318,59.9698763,0.457666993,0.474166989,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
9/22/2010 0:00,7.835915026,44.81045736,11.26664516,0.432500005,0.460500002,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9/23/2010 0:00,4.095048354,75.81789864,48.42007682,0.422167003,0.474332988,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9/24/2010 0:00,82.82561222,92.12523136,91.79613398,0.471666992,0.507667005,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/27/2010 0:00,63.11518067,92.93945753,72.1883857,0.490500003,0.510167003,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
9/28/2010 0:00,42.09935774,87.8102593,87.01555709,0.481833011,0.522333026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/29/2010 0:00,60.54363997,93.7159526,91.50947044,0.509999991,0.542666972,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/30/2010 0:00,35.53728541,96.03918828,54.07723081,0.504832983,0.550000012,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10/1/2010 0:00,24.21658189,78.52302754,38.86898183,0.502166987,0.53549999,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10/4/2010 0:00,7.927299883,30.53951247,12.34883651,0.475832999,0.511332989,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/5/2010 0:00,47.55956493,73.49375126,70.81742171,0.503332973,0.528500021,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10/6/2010 0:00,27.53291461,71.23318809,39.81091511,0.487500012,0.524167001,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10/7/2010 0:00,21.50366549,55.63859712,40.29583453,0.488332987,0.513167024,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/8/2010 0:00,13.67634794,78.81060748,76.97019287,0.485832989,0.524833024,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/11/2010 0:00,76.97019287,91.91649019,86.51130251,0.522499979,0.547333002,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
10/12/2010 0:00,36.11385856,94.7513819,93.21650366,0.515999973,0.550000012,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
10/13/2010 0:00,44.15471081,96.52203201,94.43663015,0.530667007,0.554166973,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10/14/2010 0:00,31.32734566,97.8460225,57.32056495,0.531832993,0.556833029,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10/15/2010 0:00,18.00551422,89.24827348,86.47027362,0.528832972,0.55833298,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/18/2010 0:00,22.07858352,65.81358259,35.71143154,0.527333021,0.550832987,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/19/2010 0:00,7.715500845,57.23008053,11.61945156,0.501166999,0.546333015,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/20/2010 0:00,7.329047832,55.63430781,41.69640016,0.508333027,0.534833014,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/21/2010 0:00,15.06839685,58.91023754,25.81497422,0.504333019,0.532167018,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/22/2010 0:00,25.81497422,82.51036562,81.4469268,0.518999994,0.552332997,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10/25/2010 0:00,86.87406017,92.06349083,90.10807705,0.55833298,0.577332974,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
10/26/2010 0:00,38.36633287,90.74825439,65.69068261,0.541832984,0.569167018,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10/27/2010 0:00,69.86787463,93.0798421,92.99078007,0.5625,0.612999976,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
10/28/2010 0:00,56.21889427,93.98244875,93.30127953,0.591000021,0.617500007,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10/29/2010 0:00,68.88823697,96.59046186,96.01086728,0.607667029,0.629999995,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
11/1/2010 0:00,38.573599,97.89047496,66.41702144,0.603999972,0.637832999,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
11/2/2010 0:00,73.67746861,89.14059789,84.50915372,0.621667028,0.640332997,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11/3/2010 0:00,47.13013868,94.60369767,94.60369767,0.621999979,0.651666999,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
11/4/2010 0:00,97.44923491,98.89620433,98.86223987,0.669499993,0.713832974,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
11/5/2010 0:00,93.51660969,99.31619787,99.18221863,0.709333003,0.736666977,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
11/8/2010 0:00,68.16445114,99.48081836,99.21209572,0.714332998,0.74150002,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
11/9/2010 0:00,27.69917498,99.31979927,32.83488041,0.691999972,0.729499996,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
11/10/2010 0:00,14.33982729,40.50618037,35.43617629,0.672999978,0.702332974,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/11/2010 0:00,4.245981088,13.6488442,10.80986194,0.621500015,0.68333298,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/12/2010 0:00,4.890832153,67.88876652,9.875889632,0.65466702,0.707333028,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/15/2010 0:00,3.865520427,71.16016506,3.865520427,0.659332991,0.694832981,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/16/2010 0:00,0.946613541,30.27187197,1.181367834,0.621333003,0.663999975,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/17/2010 0:00,0.803003153,50.59707706,1.082913968,0.621833026,0.651499987,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/18/2010 0:00,63.93661284,79.97751626,76.43574432,0.648666978,0.672833026,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11/19/2010 0:00,64.35258232,90.99705,90.18473355,0.660332978,0.702000022,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
