Date,Open,High,Low,Close,RSI_2,RSI_2_LOW,RSI_2_HIGH,RSI_2_OPEN,RSI_3,RSI_3_LOW,RSI_3_HIGH,RSI_3_OPEN,RSI_4,RSI_4_LOW,RSI_4_HIGH,RSI_4_OPEN,RSI_5,RSI_5_LOW,RSI_5_HIGH,RSI_5_OPEN,RSI_6,RSI_6_LOW,RSI_6_HIGH,RSI_6_OPEN,RSI_7,RSI_7_LOW,RSI_7_HIGH,RSI_7_OPEN,RSI_8,RSI_8_LOW,RSI_8_HIGH,RSI_8_OPEN,RSI_9,RSI_9_LOW,RSI_9_HIGH,RSI_9_OPEN,RSI_10,RSI_10_LOW,RSI_10_HIGH,RSI_10_OPEN,RSI_11,RSI_11_LOW,RSI_11_HIGH,RSI_11_OPEN,RSI_12,RSI_12_LOW,RSI_12_HIGH,RSI_12_OPEN,RSI_13,RSI_13_LOW,RSI_13_HIGH,RSI_13_OPEN,RSI_14,RSI_14_LOW,RSI_14_HIGH,RSI_14_OPEN,MA_10,MA_20,MA_30,MA_40,MA_50,MA_60,MA_100,MA_150,MA_200,BB_High_10_2.0,BB_Low_10_2.0,BB_Mavg_10_2.0,BB_High_20_2.0,BB_Low_20_2.0,BB_Mavg_20_2.0,BB_High_30_2.0,BB_Low_30_2.0,BB_Mavg_30_2.0,BB_High_10_1.5,BB_Low_10_1.5,BB_Mavg_10_1.5,BB_High_20_1.5,BB_Low_20_1.5,BB_Mavg_20_1.5,BB_High_30_1.5,BB_Low_30_1.5,BB_Mavg_30_1.5,MACD_Line,MACD_Signal,MACD_Histogram,MACD_Fast_Line,MACD_Fast_Signal,MACD_Fast_Histogram
2/16/2012,0.673332989,0.731666982,0.673332989,0.727999985,95.47468776,53.59204096,95.72993567,53.59204096,87.56330167,54.50694039,88.13245575,54.50694039,82.09723056,55.31773205,82.77635685,55.31773205,78.66234231,56.5535269,79.35013893,56.5535269,76.47921827,57.84943405,77.13689142,57.84943405,75.0386628,59.04152013,75.65413124,59.04152013,74.03060181,60.06308522,74.60269297,60.06308522,73.26823981,60.89469294,73.79994347,60.89469294,72.64052109,61.54123944,73.13609746,61.54123944,72.08287905,62.01957314,72.5466504,62.01957314,71.55906634,62.3514133,71.99495585,62.3514133,71.0498384,62.5593477,71.46123845,62.5593477,70.54593432,62.66469829,70.93571375,62.66469829,0.678499901,0.652591646,0.609049997,0.565541672,0.539533358,0.523025015,0.513083328,0.512243333,0.587420005,0.7207716,0.636228202,0.678499901,0.716515154,0.588668138,0.652591646,0.752514725,0.465585269,0.609049997,0.710203676,0.646796127,0.678499901,0.700534277,0.604649015,0.652591646,0.716648543,0.501451451,0.609049997,0.042396282,0.043150037,-0.000753755,0.019756468,0.011692948,0.008063521
2/17/2012,0.74583298,0.745999992,0.70450002,0.711000025,61.42867464,54.05805168,97.14822444,97.13840538,65.66420157,59.93311726,90.80887291,90.78656378,66.00910487,61.40794524,85.76958068,85.74244479,65.93577255,62.09459753,82.28312291,82.25518448,65.92882255,62.62556268,79.88715625,79.86008099,66.01272554,63.11022222,78.19539439,78.16977888,66.13738744,63.546778,76.94409382,76.92006893,66.25562414,63.91655308,75.96211972,75.93962254,66.33688145,64.20650075,75.14163599,75.1205331,66.36569411,64.41232252,74.41646562,74.39660807,66.33722847,64.53657387,73.74716567,73.72841208,66.25321492,64.58605566,73.11107077,73.09329569,66.11895724,64.56967802,72.49580157,72.47889714,0.681049901,0.656733298,0.617166664,0.572941673,0.543920018,0.527380565,0.515579999,0.512643333,0.586185005,0.727566447,0.634533355,0.681049901,0.724413403,0.589053194,0.656733298,0.755126543,0.479206786,0.617166664,0.715937311,0.646162492,0.681049901,0.707493377,0.60597322,0.656733298,0.720636573,0.513696756,0.617166664,0.042624674,0.043044964,-0.000420291,0.018393008,0.014372972,0.004020036
2/21/2012,0.716332972,0.716666997,0.673332989,0.682500005,27.97740149,23.80739927,68.83741885,68.48056834,40.31159395,35.85843567,69.48076286,69.27949177,45.90216062,41.80611431,68.73250779,68.58414462,49.24105386,45.53283371,68.08718085,67.96793669,51.60663486,48.23617087,67.71066314,67.610822,53.44027435,50.35550917,67.53158727,67.44583683,54.91848486,52.07708204,67.45918855,67.38414691,56.12432383,53.49330073,67.42487075,67.3582044,57.1058948,54.65941909,67.38518722,67.32521166,57.89734564,55.61475551,67.31625041,67.26171492,58.52641182,56.39076265,67.20744183,67.15739906,59.01703595,57.01409831,67.05638778,67.01010863,59.39023952,57.50782157,66.86541405,66.82232948,0.682933199,0.65969165,0.624194431,0.579933348,0.547390018,0.531530566,0.517539999,0.51304,0.58477834,0.727984028,0.637882371,0.682933199,0.726439366,0.592943934,0.65969165,0.752964803,0.495424059,0.624194431,0.716721321,0.649145078,0.682933199,0.709752437,0.609630863,0.65969165,0.72077221,0.527616652,0.624194431,0.040044356,0.042444842,-0.002400487,0.007902434,0.011784757,-0.003882323
2/22/2012,0.673833013,0.691166997,0.665000022,0.672167003,20.05737094,16.76548142,45.89662202,21.01662477,33.31606876,29.73679989,49.24972743,34.27507142,40.01051688,36.73975212,51.84928399,40.85601063,44.17231907,41.22869999,53.6975658,44.91780918,47.15026926,44.48582487,55.16124567,47.81600155,49.45608333,47.02441354,56.38724516,50.0578032,51.31191104,49.07648912,57.42828788,51.86103264,52.82935279,50.76230027,58.30552968,53.33419695,54.07461948,52.15442446,59.03216331,54.54140986,55.09365128,53.30330956,59.62091007,55.52719091,55.92210276,54.2478056,60.08553775,56.32621526,56.58941433,55.01966156,60.44047459,56.96722985,57.12055868,55.64556549,60.70004348,57.47470075,0.683716601,0.661916649,0.630005564,0.585675023,0.551520018,0.536188899,0.519816669,0.512956666,0.583214175,0.727706367,0.639726835,0.683716601,0.727196558,0.596636741,0.661916649,0.750937858,0.509073271,0.630005564,0.716708926,0.650724277,0.683716601,0.710876581,0.612956718,0.661916649,0.720704785,0.539306344,0.630005564,0.036742108,0.041304296,-0.004562188,7.44E-05,0.00710063,-0.00702619
2/23/2012,0.673332989,0.679499984,0.646667004,0.676167011,34.42871857,8.366948293,42.97120331,24.85800935,39.42045451,20.28517834,43.71377981,35.21888502,43.73780612,28.13018979,46.50719705,41.14703729,46.8211575,33.52640643,48.84360273,44.97130345,49.18849789,37.5482976,50.77049796,47.7610951,51.1024982,40.71630743,52.39460235,49.94734425,52.68654551,43.29324672,53.77402609,51.72079041,54.00531931,45.42537404,54.9413123,53.1783058,55.09976356,47.20402088,55.91963964,54.37824672,56.00093372,48.69273014,56.72938212,55.36196113,56.73511867,49.93953865,57.38999709,56.16223166,57.32556687,50.98277255,57.92015635,56.80660933,57.79299822,51.85396274,58.33740235,57.3187744,0.682383305,0.663933349,0.635438897,0.591358373,0.555393359,0.541186133,0.522315009,0.512958893,0.581712511,0.726399306,0.638367304,0.682383305,0.728351837,0.599514861,0.663933349,0.749326941,0.521550854,0.635438897,0.715395306,0.649371304,0.682383305,0.712247215,0.615619483,0.663933349,0.72085493,0.550022864,0.635438897,0.034055252,0.039854487,-0.005799235,-0.001866938,0.003513603,-0.005380541
2/24/2012,0.680000007,0.690999985,0.667333007,0.671167016,23.75335401,19.19054132,71.89719779,51.23106232,33.6455095,30.24767809,59.85954918,46.46463261,39.63360188,36.97322674,56.95983299,47.87565679,43.58963048,41.39866498,56.40826188,49.68089586,46.49857565,44.62720667,56.6312806,51.34617218,48.78503673,47.14559833,57.14218696,52.82059315,50.64390317,49.18179162,57.74275443,54.10558282,52.17613992,50.85533156,58.33823903,55.20908803,53.44289402,52.23838007,58.88152404,56.14211653,54.48726388,53.38088165,59.35093793,56.91841379,55.34311916,54.32114575,59.7392311,57.55355624,56.03870748,55.09041492,60.04731319,58.06381224,56.59818498,55.71494231,60.28048147,58.46516769,0.679950005,0.666683349,0.640494464,0.596945874,0.559940039,0.545458366,0.525191679,0.512804453,0.580122511,0.723484214,0.636415796,0.679950005,0.727293844,0.606072854,0.666683349,0.746542604,0.534446323,0.640494464,0.712600662,0.647299348,0.679950005,0.712141221,0.621225478,0.666683349,0.720030569,0.560958359,0.640494464,0.031163212,0.038116232,-0.00695302,-0.003803368,0.000586814,-0.004390183
2/27/2012,0.657999992,0.686333001,0.644833028,0.671832979,29.57071064,5.567839201,73.53482297,9.021097318,35.5323697,15.59576168,60.1839981,21.3124843,40.62308607,23.89065946,56.2403777,29.81136123,44.23047567,29.9712044,55.28961144,35.51980279,46.96215472,34.55538816,55.38009225,39.64706266,49.14341765,38.15345051,55.86739366,42.81917077,50.93347107,41.06164336,56.49128984,45.35214006,52.41762977,43.45523669,57.1308496,47.4180362,53.64916313,45.44572669,57.72699986,49.12093404,54.66678915,47.11009657,58.25224461,50.53083716,55.50175419,48.50537832,58.69636221,51.69913084,56.18064309,49.67604454,59.05871074,52.66589371,56.72651018,50.65794346,59.34378626,53.46356119,0.681883305,0.669041649,0.644988896,0.603095873,0.565136699,0.549897249,0.528501678,0.51234112,0.578649176,0.721948621,0.64181799,0.681883305,0.726518728,0.611564569,0.669041649,0.744327752,0.545650041,0.644988896,0.711932292,0.651834319,0.681883305,0.712149458,0.625933839,0.669041649,0.719493038,0.570484755,0.644988896,0.028595357,0.036212057,-0.0076167,-0.003948838,-0.001227447,-0.002721392
2/28/2012,0.67633301,0.714667022,0.67633301,0.705833018,91.98800476,65.32454054,93.48759108,65.32454054,79.71222845,49.95609025,82.77862679,49.95609025,71.93626354,48.26346771,75.31819369,48.26346771,67.66970037,49.11332863,70.85260896,49.11332863,65.35391222,50.44393929,68.21745821,50.44393929,64.10452713,51.80222693,66.65339014,51.80222693,63.44644401,53.06018154,65.71798063,53.06018154,63.11516913,54.17660393,65.15084332,54.17660393,62.95858267,55.14133032,64.79570812,55.14133032,62.88789483,55.95805949,64.55787634,55.95805949,62.8514654,56.63723971,64.38008168,56.63723971,62.8199444,57.19238437,64.22818085,57.19238437,62.77746595,57.63795637,64.08239704,57.63795637,0.686533308,0.674191651,0.651783331,0.609787524,0.571410019,0.553747249,0.531721679,0.51229334,0.577147506,0.725836848,0.647229768,0.686533308,0.725098702,0.6232846,0.674191651,0.738102743,0.565463919,0.651783331,0.716010963,0.657055653,0.686533308,0.712371939,0.636011363,0.674191651,0.71652289,0.587043772,0.651783331,0.028969886,0.034763623,-0.005793737,0.005877805,0.001614654,0.004263151
2/29/2012,0.708333015,0.709500015,0.66900003,0.67316699,34.03261345,31.50093206,93.27382667,92.91180366,40.10431827,37.71386105,81.73700463,81.13791376,42.9326199,40.83254798,73.91450151,73.31588859,44.97083388,43.12553216,69.40335001,68.87214632,46.68825878,45.04706045,66.84203122,66.38250627,48.20807728,46.72989084,65.38582057,64.98809365,49.56688525,48.22124251,64.56044734,64.21336056,50.7764611,49.5410149,64.09461638,63.78860413,51.84305648,50.70118765,63.82916958,63.55658334,52.77351278,51.7125713,63.66953792,63.42438059,53.57659283,52.58669266,63.55962304,63.33720288,54.26265126,53.3358616,63.46669756,63.26332673,54.84288574,53.97268944,63.37234273,63.18509998,0.686966705,0.677583352,0.657272232,0.615800024,0.577050018,0.556916699,0.534253349,0.5119089,0.575677505,0.725569298,0.648364113,0.686966705,0.717551085,0.637615618,0.677583352,0.725493546,0.589050917,0.657272232,0.71591865,0.658014761,0.686966705,0.707559152,0.647607552,0.677583352,0.708438217,0.606106246,0.657272232,0.026327342,0.033076367,-0.006749024,-2.77E-05,0.000957709,-0.000985418
3/1/2012,0.685167015,0.693000019,0.665332973,0.673833013,35.68494866,26.13489596,62.62560244,54.90614143,41.00089316,34.0228659,58.76439203,52.97875371,43.55133398,38.02970298,56.97539717,52.34388264,45.43728783,40.86192137,56.13714129,52.31566011,47.05820992,43.14221968,55.87095294,52.64982366,48.51178718,45.08031758,55.94618049,53.18363474,49.82266186,46.76305708,56.21340383,53.80918871,50.9962021,48.23246692,56.57502861,54.45609449,52.03490162,49.51364786,56.96829251,55.08016005,52.94325106,50.6255682,57.35423169,55.65549075,53.72846839,51.5850346,57.71002877,56.16869056,54.39985315,52.40789905,58.02361161,56.61461306,54.96785993,53.10922931,58.28986866,56.993322,0.686566705,0.679016653,0.660288898,0.621433349,0.582520019,0.560150032,0.536646679,0.512062233,0.574415835,0.725619848,0.647513561,0.686566705,0.716189913,0.641843393,0.679016653,0.722941753,0.597636044,0.660288898,0.715856562,0.657276847,0.686566705,0.706896598,0.651136708,0.679016653,0.707278539,0.613299257,0.660288898,0.024010077,0.031263109,-0.007253032,-0.002136212,-0.000279859,-0.001856353
3/2/2012,0.668667018,0.684333026,0.649999976,0.653167009,13.9699265,12.77828944,64.06514443,25.69915692,24.16499456,22.73438143,56.42553245,34.9193568,30.06552773,28.70343879,54.02823008,39.16043846,34.19497958,32.94576024,53.24701422,41.98663195,37.3956691,36.25484657,53.20192854,44.20311605,40.01695143,38.97115521,53.52445373,46.06722809,42.22805418,41.26412064,54.02383292,47.67912941,44.12075421,43.22761226,54.59145144,49.08416232,45.75115415,44.91985298,55.16371471,50.30767859,47.15815081,46.381473,55.70414988,51.36801946,48.37175342,47.64381162,56.1932641,52.28119789,49.41682493,48.73273611,56.62223659,53.06232703,50.31476833,49.67041125,56.98883368,53.7258449,0.679083407,0.678791654,0.661422233,0.626558349,0.588250019,0.562791699,0.538765019,0.512110013,0.573218335,0.711651463,0.646515351,0.679083407,0.716529273,0.641054035,0.678791654,0.722262489,0.600581976,0.661422233,0.703509449,0.654657365,0.679083407,0.707094868,0.65048844,0.678791654,0.707052425,0.61579204,0.661422233,0.020272366,0.02906496,-0.008792594,-0.008459385,-0.00355167,-0.004907716
3/5/2012,0.646499991,0.646833003,0.59799999,0.604332984,3.604321034,3.287939634,10.17462954,10.03134731,9.841331233,9.138833807,20.32755648,20.1592463,15.21828314,14.3023357,26.68832266,26.53163528,19.75635288,18.73069171,31.23420391,31.09266283,23.63461446,22.55810091,34.76986597,34.64197939,26.98836926,25.89502713,37.65894691,37.54263965,29.91380303,28.82375884,40.08761662,39.98107058,32.4796725,31.40509659,42.16079757,42.06255931,34.73721862,33.68556936,43.94396873,43.85289768,36.72677158,35.70260311,45.48259029,45.39778568,38.48162277,37.48762663,46.81128438,46.73202342,40.03016441,39.06779517,47.95820349,47.88389497,41.39706501,40.46693342,48.94714414,48.87729519,0.668416703,0.674733302,0.660627767,0.629979174,0.592036679,0.564669466,0.540043349,0.511935566,0.571525,0.717743633,0.619089773,0.668416703,0.724312181,0.625154423,0.674733302,0.723763452,0.597492081,0.660627767,0.7054119,0.631421505,0.668416703,0.711917461,0.637549143,0.674733302,0.707979531,0.613276002,0.660627767,0.013217344,0.025895437,-0.012678093,-0.023543473,-0.011548391,-0.011995082
